sample_id,severity,file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,number
11479,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11479.java,FieldSchemaWrapper,class,4,4,0,4,3,1,0,3,0,0.25,1.0,1.0,3,0,3,0,0,0,3,0,0,0,4,0,3,1,0,0,0,0,0,21,1,0,0,0,0,3,0,8,0,4,0,0,0,0,8,9,0,11479
13052,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13052.java,SerializationRegistrationType,class,8,8,0,8,4,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,41,2,0,2,0,0,8,0,2,0,2,1,0,2,0,64,1,0,13052
13052,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13052.java,SerializationRegistrationType$Instantiator,innerclass,4,4,0,4,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,16,2,0,0,0,0,5,0,2,0,2,0,0,0,0,47,9,0,13052
13052,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13052.java,SerializationRegistrationType$Serializer,innerclass,3,3,0,3,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,9,1,0,0,0,0,4,0,1,0,1,0,0,0,0,43,9,0,13052
9954,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9954.java,FileDiskCacheAttributes,class,2,3,1,2,9,2,0,6,28,0.9012344999999999,0.11111111,0.11111111,9,0,9,0,0,0,9,0,0,0,9,5,4,5,0,0,5,0,0,43,5,0,0,0,0,4,4,14,3,10,0,0,0,0,84,1,0,9954
4294,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4294.java,SCOMMetricHelper,class,9,13,1,12,7,1,0,12,3,0.8333334000000001,0.0,0.0,3,3,2,1,0,0,2,0,0,0,4,4,0,4,0,0,4,0,3,68,3,3,0,1,0,3,0,11,1,11,4,1,1,0,47,1,0,4294
4294,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4294.java,SCOMMetricHelper$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,4294
4294,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4294.java,SCOMMetricHelper$Metric,innerclass,0,0,0,0,8,1,0,0,10,0.625,0.42857143,1.0,8,0,6,1,1,0,7,0,0,0,3,0,0,3,0,0,0,0,0,30,3,0,0,0,0,0,0,6,0,3,0,0,0,0,11,12,0,4294
13324,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13324.java,Seq,innerclass,8,10,2,8,10,1,0,2,0,0.055555556,0.0,0.0,6,0,5,0,0,1,6,0,0,0,3,0,0,0,0,3,3,0,0,34,5,0,0,0,0,1,5,6,4,3,1,0,0,0,22,8,0,13324
10822,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10822.java,Uses,class,2,4,1,3,4,1,0,6,0,0.25,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,17,3,0,0,0,0,1,0,2,0,2,0,0,0,0,10,1,0,10822
2035,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/2035.java,RevokeCertificateCmd,class,9,10,1,9,9,2,0,12,24,0.825,0.071428575,0.10714286,8,0,8,0,0,0,8,0,0,0,5,1,1,4,0,0,1,0,0,37,7,0,0,0,0,9,1,3,2,7,1,0,0,0,58,1,0,2035
5558,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5558.java,Tower$Fit,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5558
5558,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5558.java,Tower,class,3,3,0,3,4,2,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,17,2,0,0,0,0,0,0,2,0,2,0,0,1,0,10,1,0,5558
11456,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11456.java,BaseClassInfo,class,1,1,0,1,8,1,0,1,8,0.65625,0.0,0.0,8,0,8,0,0,0,8,0,0,0,4,0,0,1,3,0,0,0,0,33,5,0,0,0,1,1,1,6,1,4,0,0,0,0,17,1,0,11456
4118,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4118.java,BoltExecutorStats,class,8,9,1,8,9,2,0,20,12,0.5555555999999999,0.33333334,0.41666666,9,0,9,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,51,4,0,0,0,0,1,0,8,0,8,0,0,0,0,37,1,0,4118
1074,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1074.java,Solaris,class,1,1,0,1,5,2,0,3,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,15,4,0,0,0,0,6,0,1,0,1,1,0,0,0,8,8,0,1074
10238,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10238.java,OnheapDecodedCell,class,5,6,1,5,30,1,0,9,270,0.88169646,0.14285715,0.6693121999999999,28,0,27,0,1,0,28,0,0,0,16,1,0,16,0,0,1,0,0,126,22,0,0,0,9,2,10,17,9,17,1,0,0,0,67,12,0,10238
4508,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4508.java,RestConfiguration$RestHostNameResolver,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4508
4508,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4508.java,RestConfiguration$RestBindingMode,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4508
14314,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14314.java,SignatureSupportingConfigProperties,class,2,2,0,2,16,1,0,2,19,0.70000005,0.0,0.0,10,0,10,0,0,0,10,0,10,0,4,0,0,4,0,0,0,0,0,42,6,0,4,0,0,2,3,5,0,4,1,0,0,0,89,1,0,14314
8680,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8680.java,Whitespace,class,1,3,0,3,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,8680
4284,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4284.java,ExprList,class,14,20,1,19,43,1,0,22,0,0.6034483,0.0,0.0,29,5,26,3,0,0,26,0,0,0,2,1,1,1,0,0,2,0,0,129,26,8,3,0,1,0,1,19,0,16,2,0,0,0,89,1,0,4284
13068,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13068.java,DAOAttachment,class,5,6,1,5,9,1,0,7,0,0.4375,0.61904764,1.0,8,0,7,1,0,0,7,0,2,0,4,0,0,4,0,0,4,0,0,37,8,0,0,0,0,0,0,5,0,5,1,0,0,0,22,9,0,13068
10825,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10825.java,Status$Result,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,10825
14699,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14699.java,Customer1149,class,3,3,0,3,3,1,0,1,1,0.44444445,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,0,1,14,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,14699
11078,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11078.java,Device,class,2,4,2,2,8,1,0,0,20,0.75,0.0,0.0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,30,4,0,0,0,0,0,0,4,0,4,0,0,0,0,11,1,0,11078
14060,major,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14060.java,SchemaAndValue,class,2,6,1,5,9,1,0,3,0,0.44444442,0.93333334,1.0,6,0,6,0,0,0,6,0,0,0,3,1,1,2,0,0,3,0,0,27,7,0,3,0,0,3,0,4,2,4,1,0,0,0,21,1,0,14060
5235,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5235.java,SetAccessControlEntriesInfo,class,2,2,0,2,6,1,0,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,1,0,5235
6728,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6728.java,StaxServer,class,14,15,1,14,2,1,0,33,1,0.0,0.0,0.0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,0,0,16,4,12,1,12,0,0,0,0,50,1,0,6728
9433,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9433.java,ExceptionXmlErrorListener,class,4,4,0,4,4,2,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,1,0,0,0,1,1,0,0,0,0,0,0,20,18,0,9433
6066,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6066.java,ISimilarDeclarationUpdating,interface,0,0,0,0,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,6066
14535,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14535.java,ExternalLoadBalancerDeviceManager,interface,7,8,1,7,8,1,1,0,28,1.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,1,1,1,0,0,0,1,0,0,11,0,0,0,0,0,0,1,1,0,1,0,0,0,0,113,1,0,14535
4856,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4856.java,StartHandler,class,2,2,0,2,1,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,2,0,1,0,1,2,0,0,0,15,17,0,4856
1084,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1084.java,ParSeqRestliClient,interface,7,7,0,7,7,1,0,0,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,1084
3863,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3863.java,ArchivaMetadataCreationConsumer,class,25,26,1,25,20,2,0,34,83,0.9,0.03846154,0.03846154,14,0,13,1,0,0,13,0,0,0,10,1,0,10,0,0,1,0,0,99,4,0,0,2,0,9,1,19,0,18,2,0,0,0,105,1,4,3863
8088,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8088.java,IssueResolutionAcceptor,class,13,14,1,13,10,1,0,5,0,0.3,0.6,0.62222224,10,0,10,0,0,0,10,0,0,0,2,0,0,2,0,0,0,0,0,38,1,0,0,0,0,0,2,6,0,6,0,0,0,0,39,1,0,8088
1537,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1537.java,IntJGroupsPaletteFactory,class,9,9,0,9,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,4,0,3,0,0,0,0,23,1,0,1537
3452,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3452.java,BC_dsub,class,2,2,0,2,4,2,0,1,6,0.0,0.0,0.0,4,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,3,6,0,1,0,0,0,0,0,14,1,0,3452
9619,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9619.java,AppInfoCollector,class,19,22,1,21,65,1,0,98,202,0.7708334,0.0,0.0,24,0,0,19,0,5,5,0,0,0,2,0,0,2,0,0,2,0,0,238,19,8,12,14,0,135,9,33,6,33,2,0,0,0,125,0,0,9619
13064,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13064.java,RewriteLoadBalancerClient,class,13,13,0,13,9,1,0,8,0,0.5555555999999999,0.75,1.0,9,0,9,0,0,0,9,0,0,0,4,1,0,4,0,0,4,0,0,38,5,0,0,0,0,5,0,4,1,4,0,0,0,0,38,1,0,13064
4315,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4315.java,ResequencerGraphicalEditPart,class,4,4,0,4,3,2,0,4,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0,4315
6516,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6516.java,IResultSet,interface,1,1,0,1,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,6516
2770,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/2770.java,JettyClient,class,8,8,0,8,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,1,0,0,1,12,9,0,2770
9143,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9143.java,SetCharSpacing,class,5,5,0,5,4,2,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,1,1,2,1,2,1,0,0,0,20,1,0,9143
14904,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14904.java,MetadataUtils,class,10,11,1,10,9,1,0,15,0,0.77272725,1.0,1.0,2,2,2,0,0,0,2,0,0,0,11,11,10,1,0,0,11,0,1,50,6,0,0,2,4,13,0,15,1,13,2,0,0,0,62,1,2,14904
5976,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5976.java,HookUtil,class,3,3,0,3,10,1,0,8,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,42,2,2,2,2,0,5,1,10,0,7,4,0,0,0,32,1,0,5976
12391,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/12391.java,Activation,innerclass,2,5,3,2,3,1,0,2,0,0.0,,,2,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,18,0,12391
12391,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/12391.java,TestConfiguration,class,8,10,2,8,11,1,0,6,41,0.75757575,0.0,0.0,11,0,10,0,1,0,11,3,0,0,3,0,0,3,0,0,1,0,0,53,4,0,0,0,0,7,0,4,3,3,0,0,1,0,26,1025,0,12391
9194,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9194.java,DoubleGroupByResultHolder,class,3,3,0,3,12,1,0,5,3,0.5416667,0.4,0.4,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,2,0,3,48,2,0,4,0,0,0,5,10,1,6,2,0,0,0,42,1,0,9194
7813,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7813.java,IXOR,class,2,2,0,2,2,2,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,7813
5625,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5625.java,OAuth2TokenService,class,13,14,1,13,2,3,0,5,1,0.5,,,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,24,2,0,0,0,0,1,0,0,0,2,0,0,1,0,34,1,0,5625
5625,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5625.java,OAuth2TokenService$LazyImpl,innerclass,10,10,0,10,4,2,0,7,0,0.0,,,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,1,0,0,1,0,1,0,2,2,0,0,0,31,8,0,5625
1325,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1325.java,UnknownTypeRef,interface,1,2,1,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1325
11075,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11075.java,AclRule,interface,7,8,0,8,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,11075
1331,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions,class,23,24,1,23,19,1,0,23,58,0.89285713,0.08888889,0.13333334,12,2,6,2,4,0,10,0,0,0,7,1,0,1,6,0,2,0,4,72,10,0,3,2,0,23,3,11,4,10,1,0,1,1,132,1,0,1331
1331,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1331.java,GerritOptions$ChangeIdValidator,innerclass,2,2,0,2,3,1,0,5,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21,25,0,1331
7740,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7740.java,DdbStreamComponent,class,11,14,1,13,19,1,0,14,0,0.6363635999999999,0.0,0.0,11,0,10,0,1,0,11,0,0,0,4,0,0,4,0,0,0,0,0,62,5,0,5,0,1,4,1,4,0,6,1,0,0,0,45,1,0,7740
6338,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6338.java,ConfigureException,class,0,0,0,0,5,4,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,6338
841,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/841.java,BaseDeclProcessor,class,9,9,0,9,12,2,0,8,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,4,3,0,4,0,11,4,7,3,0,1,0,67,1,0,841
841,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/841.java,BaseDeclProcessor$RelativeIRIResolver,innerclass,6,6,0,6,5,2,0,7,0,0.0,1.0,1.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,21,3,0,0,0,0,0,0,1,0,1,0,0,0,0,21,10,0,841
10425,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10425.java,FileIODecorator,class,5,5,0,5,18,2,0,11,0,0.0,1.0,1.0,18,0,18,0,0,0,18,0,0,0,1,0,0,0,1,0,1,0,0,57,12,0,0,0,0,0,0,1,0,1,0,0,0,0,34,1,0,10425
4513,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4513.java,MultimediaContentHandlers,class,12,12,0,12,11,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,10,0,0,0,0,1,0,0,0,17,17,0,4513
9037,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9037.java,PropertyListRecord,class,15,16,1,15,22,2,0,20,0,0.30357143,1.0,1.0,8,0,6,0,2,0,8,0,0,0,7,0,0,6,1,0,7,0,0,95,7,0,5,0,8,0,0,41,0,14,3,0,0,0,69,1,0,9037
9962,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9962.java,CompoundHorizontalPlacement,class,14,15,1,14,23,2,0,19,36,0.8888889000000001,0.0,0.0,9,0,1,0,0,8,9,0,0,0,1,0,0,0,0,1,0,0,0,113,6,5,10,0,3,0,19,38,8,24,4,0,1,0,46,0,0,9962
9962,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9962.java,CompoundHorizontalPlacement$LeftRight,innerclass,1,1,0,1,3,1,0,2,0,0.0,1.0,1.0,3,0,2,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,9962
6489,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6489.java,NewSubTool,class,8,8,0,8,12,1,0,5,15,0.5714286,0.14285715,0.14285715,7,0,6,0,0,1,7,2,1,0,1,0,0,1,0,0,0,0,0,29,1,0,1,0,0,2,0,2,0,2,3,0,0,0,26,1025,0,6489
8498,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8498.java,REEFScheduler,class,59,60,1,59,53,1,0,109,172,0.8773148000000001,0.2,0.62857145,24,0,14,9,0,1,15,0,0,2,18,4,0,18,0,0,16,0,6,246,9,9,3,3,0,43,8,56,19,54,3,0,0,0,191,16,0,8498
5341,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5341.java,DFA93,class,6,7,1,6,132,2,0,7,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,477,34,0,0,0,64,1,196,173,0,67,2,0,0,0,88,0,0,5341
1127,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1127.java,UserHeaderClickListener,class,5,5,0,5,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,2,0,2,0,0,0,0,14,10,0,1127
13306,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/13306.java,PerforceScmProvider,class,42,47,1,46,61,1,0,52,294,0.93,0.0,0.0,25,9,11,2,12,0,23,0,0,0,4,4,1,3,0,0,3,0,0,283,29,1,13,4,2,65,23,75,22,52,4,0,0,0,206,1,6,13306
9209,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9209.java,AbstractBrokerRegistration,class,6,6,0,6,6,1,0,3,4,0.6,0.3,0.6,5,0,1,0,4,0,5,1,0,0,3,0,0,3,0,0,3,0,0,22,3,0,1,0,1,2,0,3,0,3,0,0,0,0,20,1025,0,9209
1655,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1655.java,AbstractInstallResult,interface,4,4,0,4,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1655
8117,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8117.java,BaseWindowConfig,class,1,1,0,1,5,1,0,0,0,0.25,0.8333333,1.0,4,0,3,0,1,0,4,0,0,0,2,0,0,0,2,0,2,0,0,19,2,0,0,0,0,3,0,2,1,2,1,0,0,0,18,1025,0,8117
7542,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7542.java,OffsetStream,class,9,10,1,9,18,1,0,29,0,0.59183675,1.0,1.0,7,0,0,3,0,4,4,0,0,1,7,1,0,7,0,0,4,0,1,80,2,1,2,2,0,6,4,20,1,17,3,0,0,1,48,0,5,7542
5355,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5355.java,JarFilter,class,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,3,0,1,0,0,0,0,0,6,26,0,5355
4705,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4705.java,JFIFPieceSegment,class,4,4,0,4,19,2,0,7,0,0.52500004,0.8666666999999999,1.0,10,0,8,0,1,1,10,0,0,0,4,0,1,3,0,0,4,0,1,59,13,0,4,0,1,3,1,4,2,4,1,0,0,0,32,12,0,4705
2374,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/2374.java,FlattenWithoutDuplicateInputs,class,8,8,0,8,5,2,0,15,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,1,2,1,0,0,1,3,7,1,5,2,0,0,0,13,8,0,2374
7218,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7218.java,RhinoInterpreterFactory,class,7,8,1,7,5,1,0,1,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,1,0,0,0,1,0,0,17,4,0,0,0,0,4,0,1,0,1,1,0,0,0,60,1,0,7218
4711,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4711.java,ExtTranslator,class,4,4,0,4,1,1,0,6,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,12,1,0,4711
4077,none,/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/4077.java,DeviceTabPackagesDescriptor,class,4,4,0,4,4,2,0,2,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,16,1,0,4077
