file,class,method,variable,usage
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6129.java,ProxyGenerator$ProxyMethod,"ProxyMethod/5[java.lang.String,java.lang.Class<?>[],java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>]",parameterTypes,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6129.java,ProxyGenerator$ProxyMethod,"ProxyMethod/5[java.lang.String,java.lang.Class<?>[],java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>]",methodName,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6129.java,ProxyGenerator$ProxyMethod,"ProxyMethod/5[java.lang.String,java.lang.Class<?>[],java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>]",methodFieldName,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6129.java,ProxyGenerator$ProxyMethod,"ProxyMethod/5[java.lang.String,java.lang.Class<?>[],java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>]",returnType,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6129.java,ProxyGenerator$ProxyMethod,"ProxyMethod/5[java.lang.String,java.lang.Class<?>[],java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>]",fromClass,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,RealBufferedSink/1[Sink],sink,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeShortLe/1[int],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeShortLe/1[int],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,flush/0,sink,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,flush/0,closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,flush/0,buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeLong/1[long],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeLong/1[long],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeDecimalLong/1[long],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeDecimalLong/1[long],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"write/2[Buffer,long]",closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"write/2[Buffer,long]",buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeUtf8CodePoint/1[int],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeUtf8CodePoint/1[int],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeAll/1[Source],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,toString/0,sink,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"writeString/4[java.lang.String,int,int,Charset]",closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"writeString/4[java.lang.String,int,int,Charset]",buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"writeString/2[java.lang.String,Charset]",closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"writeString/2[java.lang.String,Charset]",buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"writeUtf8/3[java.lang.String,int,int]",closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"writeUtf8/3[java.lang.String,int,int]",buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,write/1[byte[]],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,write/1[byte[]],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,emitCompleteSegments/0,sink,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,emitCompleteSegments/0,closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,emitCompleteSegments/0,buffer,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeUtf8/1[java.lang.String],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeUtf8/1[java.lang.String],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"write/3[byte[],int,int]",closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"write/3[byte[],int,int]",buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeLongLe/1[long],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeLongLe/1[long],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeByte/1[int],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeByte/1[int],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"write/2[Source,long]",buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,close/0,sink,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,close/0,closed,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,close/0,buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeShort/1[int],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeShort/1[int],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeInt/1[int],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeInt/1[int],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeHexadecimalUnsignedLong/1[long],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeHexadecimalUnsignedLong/1[long],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,buffer/0,buffer,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,emit/0,sink,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,emit/0,closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,emit/0,buffer,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,write/1[ByteString],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,write/1[ByteString],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"RealBufferedSink/2[Sink,Buffer]",sink,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,"RealBufferedSink/2[Sink,Buffer]",buffer,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,timeout/0,sink,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeIntLe/1[int],closed,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9892.java,RealBufferedSink,writeIntLe/1[int],buffer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8624.java,PaletteToolbar,PaletteToolbar/1[java.lang.String],PALETTE_TYPE_TOOLBAR_GROUP,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1269.java,QueryItemTreeControl$SelectionChangedListener,SelectionChangedListener/1[Set<QueryItemTreeControl.QueryItemSelectionListener>],listeners,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1269.java,QueryItemTreeControl$SelectionChangedListener,selectionChanged/1[SelectionChangedEvent],listeners,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"KeyGeneratorAdapter/2[JCacheOperationSource,KeyGenerator]",keyGenerator,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"KeyGeneratorAdapter/2[JCacheOperationSource,KeyGenerator]",cacheOperationSource,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"KeyGeneratorAdapter/2[JCacheOperationSource,CacheKeyGenerator]",cacheKeyGenerator,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"KeyGeneratorAdapter/2[JCacheOperationSource,CacheKeyGenerator]",cacheOperationSource,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"generate/3[java.lang.Object,Method,java.lang.Object[]]",cacheKeyGenerator,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"generate/3[java.lang.Object,Method,java.lang.Object[]]",keyGenerator,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"generate/3[java.lang.Object,Method,java.lang.Object[]]",cacheOperationSource,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,"doGenerate/2[KeyGenerator,CacheKeyInvocationContext<?>]",keyGenerator,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,getTarget/0,cacheKeyGenerator,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1516.java,KeyGeneratorAdapter,getTarget/0,keyGenerator,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,init/0,httpServer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,defineFilter/0,conf,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,defineFilter/0,httpServer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,setWebServerAttribute/1[HasServer],httpServer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,setWebServerAttribute/1[HasServer],HAS_SERVER_ATTRIBUTE_KEY,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getHasServerFromContext/1[ServletContext],HAS_SERVER_ATTRIBUTE_KEY,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getConf/0,conf,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,loadSslConfiguration/1[HasConfig],LOG,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,loadSslConfiguration/1[HasConfig],conf,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getAuthFilterParams/1[HasConfig],LOG,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getAuthFilterParams/1[HasConfig],conf,5
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getHttpAddress/0,httpAddress,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,stop/0,httpServer,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,start/0,httpsAddress,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,start/0,LOG,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,start/0,conf,7
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,start/0,httpServer,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,start/0,httpAddress,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,defineConfFilter/0,httpServer,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,defineConfFilter/0,conf,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,WebServer/1[HasConfig],conf,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,"httpServerTemplateForHAS/4[HasConfig,InetSocketAddress,InetSocketAddress,java.lang.String]",LOG,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,"httpServerTemplateForHAS/4[HasConfig,InetSocketAddress,InetSocketAddress,java.lang.String]",conf,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getHttpsAddress/0,httpsAddress,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getBindAddress/0,httpsAddress,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getBindAddress/0,httpAddress,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,getHttpPolicy/1[HasConfig],conf,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3359.java,WebServer,"getPassword/2[HasConfig,java.lang.String]",conf,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toApiDigestType/0,CRC32,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toApiDigestType/0,CRC32C,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toApiDigestType/0,MAC,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toApiDigestType/0,DUMMY,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toProtoDigestType/1[BookKeeper.DigestType],CRC32,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toProtoDigestType/1[BookKeeper.DigestType],CRC32C,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toProtoDigestType/1[BookKeeper.DigestType],MAC,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,toProtoDigestType/1[BookKeeper.DigestType],DUMMY,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,fromApiDigestType/1[org.apache.bookkeeper.client.api.DigestType],CRC32,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,fromApiDigestType/1[org.apache.bookkeeper.client.api.DigestType],CRC32C,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,fromApiDigestType/1[org.apache.bookkeeper.client.api.DigestType],MAC,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/10906.java,BookKeeper$DigestType,fromApiDigestType/1[org.apache.bookkeeper.client.api.DigestType],DUMMY,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,writeRawOutput/1[int],ttyOptions,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,writeRawOutput/1[int],echo,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,"writeRawOutput/3[byte[],int,int]",ttyOptions,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,"writeRawOutput/3[byte[],int,int]",echo,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,handleLF/0,ttyOptions,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,"TtyFilterOutputStream/3[OutputStream,TtyFilterInputStream,Collection<PtyMode>]",ttyOptions,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,"TtyFilterOutputStream/3[OutputStream,TtyFilterInputStream,Collection<PtyMode>]",echo,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,"TtyFilterOutputStream/3[OutputStream,TtyFilterInputStream,Map<PtyMode,?>]",echo,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,"TtyFilterOutputStream/3[OutputStream,TtyFilterInputStream,Map<PtyMode,?>]",OUTPUT_OPTIONS,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7172.java,TtyFilterOutputStream,handleCR/0,ttyOptions,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"visit/2[IModelElement,IProgressMonitor]",endLine,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"visit/2[IModelElement,IProgressMonitor]",file,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"visit/2[IModelElement,IProgressMonitor]",startLine,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"visit/2[IModelElement,IProgressMonitor]",element,6
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,getElement/0,element,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"ModelElementDetermingModelVisitor/3[int,int,IFile]",endLine,4
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"ModelElementDetermingModelVisitor/3[int,int,IFile]",file,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5749.java,ModelElementDetermingModelVisitor,"ModelElementDetermingModelVisitor/3[int,int,IFile]",startLine,6
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"StartupConfiguration/5[java.lang.String,AbstractPathConfiguration,ClassLoaderConfiguration,boolean,boolean]",isForkRequested,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"StartupConfiguration/5[java.lang.String,AbstractPathConfiguration,ClassLoaderConfiguration,boolean,boolean]",providerClassName,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"StartupConfiguration/5[java.lang.String,AbstractPathConfiguration,ClassLoaderConfiguration,boolean,boolean]",isInForkedVm,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"StartupConfiguration/5[java.lang.String,AbstractPathConfiguration,ClassLoaderConfiguration,boolean,boolean]",classLoaderConfiguration,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"StartupConfiguration/5[java.lang.String,AbstractPathConfiguration,ClassLoaderConfiguration,boolean,boolean]",classpathConfiguration,3
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,getClasspathConfiguration/0,classpathConfiguration,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,useSystemClassLoader/0,isForkRequested,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,useSystemClassLoader/0,isInForkedVm,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,useSystemClassLoader/0,classLoaderConfiguration,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,isManifestOnlyJarRequestedAndUsable/0,classLoaderConfiguration,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,isShadefire/0,providerClassName,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,getClassLoaderConfiguration/0,classLoaderConfiguration,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,isProviderMainClass/0,providerClassName,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"inForkedVm/3[java.lang.String,ClasspathConfiguration,ClassLoaderConfiguration]",providerClassName,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"inForkedVm/3[java.lang.String,ClasspathConfiguration,ClassLoaderConfiguration]",classLoaderConfiguration,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,"inForkedVm/3[java.lang.String,ClasspathConfiguration,ClassLoaderConfiguration]",classpathConfiguration,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,getProviderClassName/0,providerClassName,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,getActualClassName/0,providerClassName,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/11624.java,StartupConfiguration,writeSurefireTestClasspathProperty/0,SUREFIRE_TEST_CLASSPATH,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listAlertPublishEvent/1[int],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listAlertPublishEvent/1[int],LOG,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,close/0,handler,2
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listPublishment/0,handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,"addPublishmentsToPolicy/2[java.lang.String,List<java.lang.String>]",handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,getAlertPublishEvent/1[java.lang.String],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,removePolicy/1[java.lang.String],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listDataSources/0,handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,addPublishmentType/1[PublishmentType],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,JdbcMetadataDaoImpl/1[Config],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,addPolicy/1[PolicyDefinition],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,removeStream/1[java.lang.String],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,clearScheduleState/1[int],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,clearScheduleState/1[int],LOG,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,addAssignment/1[PolicyAssignment],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,removePublishmentType/1[java.lang.String],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,getScheduleState/0,handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,getPolicyById/1[java.lang.String],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listStreams/0,handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,removePublishment/1[java.lang.String],handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listScheduleStates/0,handler,1
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3932.java,JdbcMetadataDaoImpl,listTopologies/0,handler,1
