file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,setFilter/1[Filter],false,421,2,1,0,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,39,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"doLog/2[LogRecord,java.lang.String]",false,691,2,6,4,2,2,5,8,0,0,2,5,2,3,0,1,0,0,0,0,0,0,1,0,0,0,11,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"logp/5[Level,java.lang.String,java.lang.String,java.lang.String,java.lang.Object]",false,614,3,4,3,1,3,5,11,1,2,5,5,1,5,0,1,0,0,0,0,2,0,1,0,0,0,60,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getPlatformLogger/1[java.lang.String],false,310,2,0,0,0,1,2,5,1,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"log/3[Level,java.lang.String,java.lang.Throwable]",false,563,3,4,3,1,3,3,8,1,1,3,3,1,5,0,1,0,0,0,0,1,0,1,0,0,0,63,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"exiting/3[java.lang.String,java.lang.String,java.lang.Object]",false,932,1,1,0,1,2,2,7,1,1,3,2,1,6,0,0,0,0,1,0,1,0,1,0,0,0,38,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"Logger/2[java.lang.String,java.lang.String]",true,87,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getName/0,false,1144,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"exiting/2[java.lang.String,java.lang.String]",false,912,1,1,0,1,2,2,6,1,0,2,2,1,6,0,0,0,0,1,0,0,0,1,0,0,0,33,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,warning/1[java.lang.String],false,1001,1,4,3,1,2,2,6,1,0,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,34,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,isLoggable/1[Level],false,1133,1,8,8,0,3,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,33,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"entering/3[java.lang.String,java.lang.String,java.lang.Object]",false,866,1,1,0,1,2,2,7,1,1,3,2,1,6,0,0,0,0,1,0,1,0,1,0,0,0,38,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"log/3[Level,java.lang.String,java.lang.Object]",false,517,3,16,15,1,3,3,9,1,2,3,3,1,5,0,1,0,0,0,0,2,0,1,0,0,0,48,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,removeHandler/1[Handler],false,1175,2,1,0,1,2,2,7,1,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,29,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"log/3[Level,java.lang.String,java.lang.Object[]]",false,538,3,2,1,1,3,3,8,1,1,3,3,1,5,0,1,0,0,0,0,1,0,1,0,0,0,47,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"log/2[Level,java.lang.String]",false,498,3,13,12,1,3,2,7,1,1,2,2,1,5,0,1,0,0,0,0,1,0,1,0,0,0,40,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"entering/3[java.lang.String,java.lang.String,java.lang.Object[]]",false,887,1,2,0,2,4,3,14,2,2,3,3,2,6,1,1,0,0,3,1,3,1,1,0,0,0,49,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,setParent/1[Logger],false,1422,1,1,0,1,2,2,7,0,0,1,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,42,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getAnonymousLogger/1[java.lang.String],false,371,3,3,1,2,1,4,9,1,3,1,4,1,2,0,0,0,0,1,0,4,0,0,0,0,0,96,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,info/1[java.lang.String],false,1017,1,61,60,1,2,2,6,1,0,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,33,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,Logger/1[java.lang.String],true,118,0,0,0,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"setupResourceInfo/2[java.lang.String,java.lang.Class<?>]",false,1371,2,3,2,1,3,1,10,1,0,2,1,1,2,0,2,0,0,3,0,2,1,1,0,0,0,35,34,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,findSystemResourceBundle/1[Locale],false,1220,4,1,1,0,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,10,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"logrb/6[Level,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Throwable]",false,821,3,1,0,1,3,5,10,1,1,6,5,1,4,0,1,0,0,0,0,1,0,1,0,0,0,85,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"logrb/6[Level,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Object]",false,751,3,1,0,1,3,5,11,1,2,6,5,1,4,0,1,0,0,0,0,2,0,1,0,0,0,73,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"entering/2[java.lang.String,java.lang.String]",false,847,1,2,1,1,2,2,6,1,0,2,2,1,6,0,0,0,0,1,0,0,0,1,0,0,0,34,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,fine/1[java.lang.String],false,1049,1,1,0,1,2,2,6,1,0,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,32,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,doLog/1[LogRecord],false,473,2,12,9,3,3,7,9,0,1,1,7,3,4,0,1,0,0,0,0,1,0,1,0,0,0,27,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,setLevel/1[Level],false,1106,2,3,1,2,1,2,7,0,0,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,62,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"getLogger/2[java.lang.String,java.lang.String]",false,278,2,2,0,2,3,3,11,1,2,2,3,2,3,0,1,0,0,1,0,2,1,1,0,0,0,119,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getEffectiveResourceBundleName/0,false,1535,1,3,1,2,3,2,11,2,2,0,2,2,1,1,2,0,0,0,0,3,0,2,0,0,0,9,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getFilter/0,false,431,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,doSetParent/1[Logger],false,1432,6,3,2,1,6,8,28,0,3,1,8,1,1,1,4,0,0,0,1,8,0,4,0,0,0,17,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"logp/5[Level,java.lang.String,java.lang.String,java.lang.String,java.lang.Throwable]",false,672,3,1,0,1,3,5,10,1,1,5,5,1,5,0,1,0,0,0,0,1,0,1,0,0,0,73,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,checkPermission/0,false,130,0,5,5,0,3,2,8,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,0,7,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getLogger/1[java.lang.String],false,215,2,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"logrb/5[Level,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",false,720,3,1,0,1,3,4,9,1,1,5,4,1,4,0,1,0,0,0,0,1,0,1,0,0,0,64,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getUseParentHandlers/0,false,1214,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"Logger/3[java.lang.String,java.lang.String,java.lang.Class<?>]",true,91,1,2,1,1,1,3,6,0,0,3,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,config/1[java.lang.String],false,1033,1,1,0,1,2,2,6,1,0,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,34,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,removeChildLogger/1[LogManager.LoggerWeakRef],false,1479,3,0,0,0,3,4,11,1,2,1,4,0,0,1,1,0,0,0,0,2,0,3,0,0,0,8,16,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getResourceBundle/0,false,395,2,2,0,2,1,2,3,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,setUseParentHandlers/1[boolean],false,1203,1,1,0,1,1,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,47,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"throwing/3[java.lang.String,java.lang.String,java.lang.Throwable]",false,961,2,1,0,1,3,5,10,1,1,3,5,1,5,0,1,0,0,1,0,1,0,1,0,0,0,72,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"logrb/6[Level,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Object[]]",false,784,3,1,0,1,3,5,10,1,1,6,5,1,4,0,1,0,0,0,0,1,0,1,0,0,0,69,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getResourceBundleName/0,false,406,0,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,finest/1[java.lang.String],false,1081,1,1,0,1,2,2,6,1,0,1,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0,34,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,getGlobal/0,false,42,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,"demandLogger/3[java.lang.String,java.lang.String,java.lang.Class<?>]",false,168,2,2,2,0,4,4,9,2,1,3,4,0,0,0,2,0,0,0,0,1,0,2,0,0,0,7,10,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/14534.java,Logger,addHandler/1[Handler],false,1159,2,1,0,1,1,3,5,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/7108.java,CallResolverDialog$LabelPanel,LabelPanel/0,true,414,3,1,1,0,2,2,12,0,1,0,2,0,0,1,0,0,0,1,2,1,1,1,0,0,0,20,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,fixNegativeLocalExpirationTime/1[Row],false,115,4,1,1,0,10,18,20,1,3,1,18,0,0,2,0,0,0,0,6,3,3,3,0,0,0,16,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,partitionLevelDeletion/0,false,56,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,isEmpty/0,false,46,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,stats/0,false,61,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,columns/0,false,30,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,hasNegativeLocalExpirationTime/1[Row],false,85,3,1,1,0,10,6,19,4,3,1,6,0,0,2,0,0,0,0,3,3,0,4,0,0,0,17,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,isReverseOrder/0,false,25,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,staticRow/0,false,40,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,partitionKey/0,false,35,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,metadata/0,false,20,1,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,computeNext/0,false,66,3,3,0,3,4,10,11,4,1,0,10,3,1,0,0,0,0,1,0,1,0,1,0,0,0,20,4,1,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,close/0,false,51,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/5292.java,FixNegativeLocalDeletionTimeIterator,"FixNegativeLocalDeletionTimeIterator/3[UnfilteredRowIterator,OutputHandler,NegativeLocalDeletionInfoMetrics]",true,13,3,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,getPage/0,false,43,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,equals/1[java.lang.Object],false,80,3,0,0,0,4,3,13,4,1,1,3,0,0,0,3,0,0,1,0,1,0,1,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,hashCode/0,false,68,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,setNext/1[URI],false,31,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,getResult/0,false,39,6,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,setTotalCount/1[int],false,63,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,setPage/1[int],false,47,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,getSize/0,false,51,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,setPrev/1[URI],false,23,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,getNext/0,false,27,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,setSize/1[int],false,55,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,getTotalCount/0,false,59,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8878.java,PagedResult,getPrev/0,false,19,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6125.java,CtagsReader$tagFields,quickValueOf/1[java.lang.String],false,117,1,2,1,1,5,2,17,2,2,1,2,0,0,2,1,0,0,0,1,3,0,3,0,0,0,33,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/6125.java,CtagsReader$tagFields,tagFields/1[java.lang.String],true,93,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3291.java,StructureScriptAPIFactory,createHighLightRule/0,false,44,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3291.java,StructureScriptAPIFactory,createDataBinding/0,false,33,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3291.java,StructureScriptAPIFactory,createHideRule/0,false,11,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3291.java,StructureScriptAPIFactory,createSortCondition/0,false,55,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/3291.java,StructureScriptAPIFactory,createFilterCondition/0,false,22,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,sortElementsForBreaks/1[List<BalancingColumnBreakingAlgorithm.ColumnContent>],false,154,4,5,1,4,9,6,39,1,11,1,6,3,2,3,0,0,2,0,6,17,5,5,0,0,0,30,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,"isLegalBreak/2[int,boolean]",false,195,3,2,2,0,2,2,4,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,"getElementIdBreaks/2[List<BalancingColumnBreakingAlgorithm.ColumnContent>,int]",false,210,2,1,1,0,3,4,11,1,1,2,4,0,0,1,0,0,0,0,1,1,1,2,0,0,0,11,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,getPenaltyWidth/1[int],false,205,2,1,1,0,2,2,4,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,"BalancingColumnBreakingAlgorithm/8[LayoutManager,PageProvider,PageBreakingLayoutListener,int,int,MinOptMax,boolean,int]",true,12,4,0,0,0,1,0,5,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,"computeDemerits/4[KnuthNode,KnuthElement,int,double]",false,22,4,2,0,2,7,5,22,2,5,4,5,2,6,1,2,0,0,0,3,8,2,2,0,0,0,24,4,0,true
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,calculateIdealBreaks/1[int],false,46,4,6,1,5,3,7,14,1,3,1,7,4,5,1,0,0,0,0,1,7,1,1,0,0,0,18,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,"calcContentLength/3[KnuthSequence,int,int]",false,201,2,3,2,1,1,2,3,1,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,getPossibilityTrail/1[KnuthNode],false,222,2,1,1,0,2,1,10,1,2,1,1,0,0,1,1,0,0,0,0,3,0,1,0,0,0,9,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,getNextStartIndex/1[int],false,144,2,2,2,0,3,3,8,1,2,1,3,0,0,1,0,0,1,1,0,2,0,1,0,0,0,9,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,getAverageColumnLength/1[List<BalancingColumnBreakingAlgorithm.ColumnContent>],false,93,2,2,1,1,2,1,7,1,1,1,1,1,2,1,0,0,0,0,1,2,1,1,0,0,0,11,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/9670.java,BalancingColumnBreakingAlgorithm,"getInitialBreaks/2[int,int]",false,101,7,4,1,3,11,6,44,1,12,2,6,2,1,1,1,0,1,0,9,23,7,4,0,0,0,35,2,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1569.java,Binding$BindingPlaceholder,BindingPlaceholder/0,true,27,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1569.java,Binding$BindingPlaceholder,"BindingPlaceholder/2[java.lang.String,java.lang.String]",true,34,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/1569.java,Binding$BindingPlaceholder,BindingPlaceholder/1[java.lang.String],true,30,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8058.java,AddEditNameUrlDialog,setTitle/1[java.lang.String],false,168,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8058.java,AddEditNameUrlDialog,okPressed/0,false,111,0,0,0,0,3,3,10,0,0,0,3,0,0,0,0,0,0,0,2,3,0,2,0,0,0,5,4,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8058.java,AddEditNameUrlDialog,getName/0,false,127,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mac/Desktop/Code_Smell_Detection/dataset/data_class/metrics/dataset/8058.java,AddEditNameUrlDialog,getUrlValidationListener/0,false,88,2,1,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,4,0,false
